,age_group,travel_with,purpose,main_activity,info_source,tour_arrangement,package_transport_int,package_accomodation,package_food,package_transport_tz,package_sightseeing,package_guided_tour,package_insurance,night_mainland,night_zanzibar,payment_mode,first_trip_tz,total_cost,IncomeGroup,total_visitors
2116,45-64,Alone,Others,Beach,Friends,Independent,No,No,No,No,No,No,No,7+,0,Cash,No,100000.0,Low-income countries,1.0
2117,45-64,Spouse,Holiday,Wildlife,Agent,Package Tour,Yes,Yes,Yes,Yes,Yes,No,No,10-15,0,Cash,No,20553000.0,High-income countries,2.0
2118,65+,Alone,Others,Others,Others,Independent,No,No,No,No,No,No,No,7+,0,Cash,No,2187900.0,High-income countries,1.0
2119,25-44,Alone,Others,Wildlife,Friends,Independent,No,No,No,No,No,No,No,10-15,0,Cash,No,283140.0,Lower-middle-income countries,1.0
2120,45-64,Alone,Others,Others,Others,Independent,No,No,No,No,No,No,No,0-5,0,Cash,No,82875.0,Lower-middle-income countries,1.0
2121,`1-24,Spouse,Holiday,Beach,Agent,Package Tour,Yes,Yes,Yes,Yes,No,No,Yes,0-5,1,Cash,No,13729446.5,High-income countries,2.0
2122,25-44,Alone,Others,Others,Friends,Independent,No,No,No,No,No,No,No,7+,0,Cash,No,1422525.0,High-income countries,1.0
2123,45-64,Alone,Holiday,Wildlife,Agent,Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,Yes,7+,0,Cash,Yes,10442250.0,Upper-middle-income countries,1.0
2124,45-64,Alone,Others,Others,Friends,Package Tour,No,No,No,No,Yes,Yes,Yes,0-5,0,Credit Card,Yes,2486250.0,High-income countries,1.0
2125,25-44,Spouse,Holiday,Others,Agent,Independent,No,No,No,No,No,No,No,7+,1,Credit Card,Yes,9945000.0,High-income countries,1.0
2126,`1-24,Alone,Holiday,Others,Agent,Package Tour,No,Yes,Yes,Yes,No,Yes,No,0-5,1,Cash,Yes,12129733.0,High-income countries,1.0
2127,25-44,Alone,Holiday,Wildlife,Agent,Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,No,7+,1,Cash,Yes,9945000.0,High-income countries,1.0
2128,25-44,Alone,Holiday,Others,Agent,Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,7+,0,Cash,No,3348150.0,High-income countries,1.0
2129,25-44,Children,Others,Others,Friends,Independent,No,No,No,No,No,No,No,0-5,1,Cash,No,5690100.0,High-income countries,2.0
2130,45-64,Spouse and Children,Holiday,Wildlife,Agent,Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,Yes,7+,0,Cash,Yes,16243500.0,High-income countries,4.0
2131,25-44,Alone,Holiday,Wildlife,Agent,Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,10-15,0,Cash,Yes,12431250.0,Lower-middle-income countries,1.0
2132,25-44,Alone,Holiday,Wildlife,Agent,Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,10-15,0,Cash,Yes,12016875.0,Lower-middle-income countries,1.0
2133,25-44,Alone,Holiday,Wildlife,Agent,Package Tour,Yes,Yes,Yes,Yes,No,No,No,10-15,0,Cash,Yes,4765593.0,High-income countries,1.0
2134,`1-24,Friends/Relatives,Holiday,Others,Others,Independent,No,No,No,No,No,No,No,7+,1,Cash,Yes,20423970.0,High-income countries,2.0
2135,45-64,Alone,Others,Others,Friends,Package Tour,No,Yes,Yes,Yes,No,No,No,7+,0,Cash,No,8535150.0,High-income countries,1.0
2136,25-44,Alone,Others,Others,Friends,Independent,No,No,No,No,No,No,No,0-5,1,Cash,No,224758.95,High-income countries,1.0
2137,25-44,Spouse and Children,Others,Others,Friends,Independent,No,No,No,No,No,No,No,0-5,0,Cash,Yes,500000.0,Lower-middle-income countries,3.0
2138,`1-24,Alone,Holiday,Others,Agent,Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,No,7+,1,Other,Yes,6401362.5,High-income countries,1.0
2139,45-64,Spouse,Holiday,Others,Others,Package Tour,Yes,Yes,Yes,Yes,No,Yes,Yes,0-5,1,Cash,Yes,4806750.0,High-income countries,2.0
2140,25-44,Friends/Relatives,Holiday,Wildlife,Agent,Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,Yes,10-15,1,Cash,Yes,26520000.0,High-income countries,4.0
2141,45-64,Friends/Relatives,Holiday,Wildlife,Agent,Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,Yes,10-15,1,Cash,Yes,50885250.0,Upper-middle-income countries,4.0
2142,25-44,Alone,Others,Others,Others,Independent,No,No,No,No,No,No,No,0-5,0,Credit Card,No,3149250.0,Lower-middle-income countries,1.0
2143,25-44,Alone,Others,Wildlife,Friends,Independent,No,No,No,No,No,No,No,10-15,0,Cash,Yes,450000.0,Lower-middle-income countries,1.0
2144,45-64,Children,Holiday,Wildlife,Agent,Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,No,10-15,1,Credit Card,Yes,35174615.0,High-income countries,4.0
2145,25-44,Spouse and Children,Holiday,Beach,Agent,Package Tour,Yes,Yes,No,Yes,No,No,No,0-5,1,Cash,Yes,14296779.0,High-income countries,5.0
2146,45-64,Spouse and Children,Others,Others,Others,Independent,No,No,No,No,No,No,No,7+,0,Credit Card,No,4972500.0,High-income countries,4.0
2147,`1-24,Friends/Relatives,Holiday,Beach,Agent,Package Tour,Yes,Yes,Yes,Yes,No,No,Yes,0-5,1,Cash,Yes,6298500.0,High-income countries,2.0
2148,25-44,Spouse,Holiday,Wildlife,Agent,Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,No,7+,1,Cash,Yes,24862500.0,High-income countries,2.0
2149,`1-24,Alone,Holiday,Beach,Others,Independent,No,No,No,No,No,No,No,7+,0,Cash,Yes,2353650.0,High-income countries,1.0
2150,`1-24,Alone,Others,Others,Others,Package Tour,No,Yes,Yes,No,No,No,No,0-5,0,Cash,Yes,2403375.0,Lower-middle-income countries,1.0
2151,`1-24,Alone,Holiday,Others,Agent,Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,No,7+,1,Cash,Yes,4392375.0,High-income countries,1.0
2152,45-64,Friends/Relatives,Holiday,Wildlife,Friends,Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,7+,1,Cash,No,17155125.0,Upper-middle-income countries,4.0
2153,65+,Spouse,Holiday,Wildlife,Agent,Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,10-15,1,Cash,Yes,17238000.0,High-income countries,2.0
2154,25-44,Spouse and Children,Holiday,Wildlife,Agent,Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,No,0-5,1,Cash,No,20884500.0,High-income countries,3.0
2155,25-44,Alone,Others,Wildlife,Friends,Independent,No,No,No,No,No,No,No,0-5,0,Credit Card,No,663000.0,High-income countries,1.0
2156,65+,Alone,Holiday,Wildlife,Agent,Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,No,10-15,0,Cash,Yes,40111500.0,High-income countries,1.0
2157,65+,Spouse,Holiday,Wildlife,Agent,Package Tour,No,Yes,Yes,Yes,Yes,Yes,Yes,10-15,0,Cash,Yes,8494687.5,High-income countries,2.0
2158,45-64,Spouse,Holiday,Wildlife,Agent,Package Tour,No,Yes,Yes,Yes,Yes,Yes,Yes,10-15,0,Cash,Yes,16740750.0,High-income countries,2.0
2159,25-44,Friends/Relatives,Others,Others,Friends,Independent,No,No,No,No,No,No,No,10-15,1,Cash,Yes,2486250.0,Lower-middle-income countries,2.0
2160,`1-24,Alone,Others,Others,Friends,Independent,No,No,No,No,No,No,No,0-5,0,Cash,No,660660.0,Lower-middle-income countries,1.0
2161,25-44,Alone,Holiday,Others,Agent,Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,Yes,7+,0,Cash,Yes,6630000.0,High-income countries,1.0
2162,65+,Spouse,Others,Others,Friends,Package Tour,No,Yes,Yes,Yes,Yes,No,No,7+,1,Cash,No,5690100.0,High-income countries,2.0
2163,65+,Alone,Holiday,Wildlife,Agent,Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,Yes,7+,0,Cash,Yes,23370750.0,High-income countries,1.0
2164,`1-24,Alone,Holiday,Others,Agent,Independent,No,No,No,No,No,No,No,7+,0,Cash,Yes,265200.0,High-income countries,1.0
2165,65+,Alone,Holiday,Wildlife,Agent,Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,Yes,10-15,0,Credit Card,Yes,28509000.0,High-income countries,1.0
2166,`1-24,Spouse,Holiday,Beach,Agent,Package Tour,Yes,Yes,Yes,No,No,No,Yes,0-5,1,Cash,Yes,1361598.0,High-income countries,2.0
2167,45-64,Spouse,Holiday,Beach,Friends,Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,No,10-15,1,Cash,Yes,37045125.0,High-income countries,2.0
2168,25-44,Alone,Holiday,Wildlife,Others,Independent,No,No,No,No,No,No,No,10-15,0,Cash,Yes,2652000.0,High-income countries,1.0
2169,25-44,Alone,Holiday,Others,Agent,Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,No,7+,0,Cash,Yes,11105250.0,High-income countries,1.0
2170,25-44,Alone,Holiday,Beach,Agent,Independent,No,No,No,No,No,No,No,0-5,1,Cash,Yes,1160250.0,Upper-middle-income countries,1.0
2171,25-44,Alone,Holiday,Wildlife,Agent,Package Tour,Yes,Yes,Yes,Yes,Yes,No,Yes,10-15,0,Cash,Yes,5386875.0,High-income countries,1.0
2172,45-64,Alone,Others,Others,Others,Independent,No,No,No,No,No,No,No,7+,0,Cash,Yes,994500.0,High-income countries,1.0
2173,25-44,Alone,Holiday,Beach,Others,Independent,No,No,No,No,No,No,No,0-5,1,Cash,Yes,696150.0,Upper-middle-income countries,1.0
2174,25-44,Spouse and Children,Holiday,Wildlife,Agent,Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,Yes,10-15,0,Cash,Yes,2496263.0,High-income countries,5.0
2175,25-44,Alone,Others,Others,Friends,Independent,No,No,No,No,No,No,No,7+,0,Cash,No,3315000.0,High-income countries,1.0
2176,25-44,Friends/Relatives,Holiday,Beach,Agent,Independent,No,No,No,No,No,No,No,10-15,0,Cash,Yes,497250.0,Lower-middle-income countries,3.0
2177,25-44,Alone,Others,Beach,Friends,Independent,No,No,No,No,No,No,No,0-5,0,Cash,No,156000.0,Low-income countries,1.0
2178,25-44,Friends/Relatives,Others,Others,Friends,Independent,No,No,No,No,No,No,No,7+,1,Cash,Yes,567332.5,High-income countries,5.0
2179,25-44,Friends/Relatives,Holiday,Beach,Agent,Package Tour,Yes,Yes,Yes,Yes,Yes,No,Yes,0-5,1,Cash,Yes,8396521.0,High-income countries,2.0
2180,`1-24,Alone,Others,Others,Agent,Independent,No,No,No,No,No,No,No,7+,0,Cash,Yes,2420000.0,High-income countries,1.0
2181,45-64,Alone,Others,Others,Friends,Independent,No,No,No,No,No,No,No,0-5,0,Cash,No,122000.0,Low-income countries,1.0
2182,25-44,Alone,Others,Wildlife,Friends,Independent,No,No,No,No,No,No,No,0-5,0,Cash,Yes,331500.0,Lower-middle-income countries,1.0
2183,25-44,Friends/Relatives,Others,Others,Others,Independent,No,No,No,No,No,No,No,0-5,0,Cash,No,100000.0,High-income countries,4.0
2184,45-64,Spouse,Holiday,Wildlife,Friends,Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,No,10-15,1,Credit Card,Yes,21547500.0,High-income countries,2.0
2185,25-44,Alone,Others,Others,Others,Independent,No,No,No,No,No,No,No,0-5,0,Cash,No,623500.0,Low-income countries,1.0
2186,45-64,Alone,Others,Wildlife,Agent,Independent,No,No,No,No,No,No,No,0-5,0,Cash,No,580125.0,Lower-middle-income countries,1.0
2187,45-64,Alone,Holiday,Beach,Friends,Independent,No,No,No,No,No,No,No,0-5,0,Cash,No,5801250.0,Low-income countries,1.0
2188,25-44,Spouse,Holiday,Beach,Others,Package Tour,Yes,Yes,No,No,No,No,No,0-5,1,Cash,Yes,6464250.0,High-income countries,2.0
2189,`1-24,Alone,Holiday,Wildlife,Friends,Independent,No,No,No,No,No,No,No,7+,1,Cash,Yes,3149250.0,High-income countries,1.0
2190,45-64,Alone,Others,Others,Others,Independent,No,No,No,No,No,No,No,0-5,0,Credit Card,Yes,205530.0,Low-income countries,1.0
2191,`1-24,Alone,Holiday,Others,Agent,Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,No,7+,1,Cash,Yes,10868091.0,High-income countries,1.0
2192,25-44,Alone,Others,Others,Friends,Independent,No,No,No,No,No,No,No,0-5,0,Cash,No,331500.0,Lower-middle-income countries,1.0
2193,25-44,Alone,Others,Wildlife,Others,Independent,No,No,No,No,No,No,No,10-15,0,Cash,Yes,663000.0,Low-income countries,1.0
2194,45-64,Spouse,Holiday,Wildlife,Agent,Package Tour,No,Yes,Yes,Yes,Yes,Yes,Yes,10-15,0,Cash,Yes,32362687.5,High-income countries,2.0
2195,25-44,Friends/Relatives,Holiday,Others,Agent,Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,10-15,0,Cash,Yes,4475250.0,High-income countries,7.0
2196,25-44,Spouse,Holiday,Wildlife,Agent,Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,7+,0,Cash,Yes,10773750.0,High-income countries,2.0
2197,25-44,Friends/Relatives,Holiday,Wildlife,Friends,Independent,No,No,No,No,No,No,No,10-15,1,Cash,Yes,8287500.0,Upper-middle-income countries,4.0
2198,45-64,Spouse and Children,Others,Wildlife,Agent,Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,Yes,10-15,0,Cash,Yes,2496263.0,High-income countries,3.0
2199,45-64,Alone,Holiday,Wildlife,Agent,Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,Yes,10-15,0,Cash,Yes,7034923.0,High-income countries,1.0
2200,`1-24,Alone,Holiday,Beach,Friends,Independent,No,No,No,No,No,No,No,0-5,1,Cash,Yes,922900.0,High-income countries,1.0
2201,45-64,Spouse and Children,Holiday,Wildlife,Agent,Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,No,10-15,1,Cash,Yes,34973250.0,High-income countries,5.0
2202,45-64,Alone,Holiday,Wildlife,Others,Package Tour,No,Yes,No,Yes,Yes,Yes,No,7+,1,Cash,No,8287500.0,High-income countries,1.0
2203,45-64,Spouse,Holiday,Wildlife,Others,Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,Yes,10-15,1,Cash,Yes,6812528.66,High-income countries,2.0
2204,45-64,Spouse,Holiday,Beach,Agent,Package Tour,Yes,Yes,Yes,Yes,No,No,Yes,0-5,1,Cash,No,49890750.0,Upper-middle-income countries,2.0
2205,65+,Spouse,Holiday,Wildlife,Agent,Package Tour,No,Yes,Yes,No,No,No,No,0-5,0,Credit Card,Yes,33978750.0,High-income countries,2.0
2206,45-64,Spouse,Holiday,Wildlife,Friends,Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,10-15,0,Credit Card,Yes,33813000.0,High-income countries,2.0
2207,65+,Spouse and Children,Holiday,Wildlife,Agent,Independent,No,No,No,No,No,No,No,0-5,0,Cash,Yes,2486250.0,High-income countries,3.0
2208,25-44,Spouse,Holiday,Beach,Agent,Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0-5,1,Cash,Yes,9447750.0,High-income countries,2.0
2209,45-64,Spouse,Holiday,Wildlife,Agent,Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,Yes,10-15,0,Cash,Yes,18398250.0,Upper-middle-income countries,2.0
2210,25-44,Friends/Relatives,Holiday,Others,Others,Package Tour,No,Yes,Yes,Yes,Yes,Yes,Yes,10-15,0,Cash,Yes,15746250.0,High-income countries,3.0
2211,25-44,Alone,Holiday,Wildlife,Agent,Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,0-5,0,Cash,Yes,5171400.0,High-income countries,1.0
2212,`1-24,Friends/Relatives,Holiday,Wildlife,Friends,Independent,No,No,No,No,No,No,No,7+,1,Cash,Yes,9077320.0,High-income countries,2.0
2213,65+,Alone,Holiday,Wildlife,Agent,Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,Yes,10-15,1,Credit Card,Yes,15431325.0,High-income countries,1.0
2214,25-44,Spouse,Holiday,Others,Friends,Independent,No,No,No,No,No,No,No,0-5,1,Cash,Yes,2269330.0,High-income countries,2.0
2215,`1-24,Alone,Holiday,Others,Agent,Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,7+,0,Cash,Yes,1657500.0,High-income countries,1.0
2216,25-44,Alone,Others,Others,Others,Independent,No,No,No,No,No,No,No,0-5,0,Cash,No,1309425.0,Lower-middle-income countries,1.0
2217,25-44,Spouse and Children,Others,Beach,Friends,Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0-5,1,Cash,Yes,34310250.0,High-income countries,4.0
2218,25-44,Alone,Holiday,Beach,Friends,Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0-5,1,Cash,Yes,34516509.3,High-income countries,1.0
2219,45-64,Children,Others,Others,Others,Independent,No,No,No,No,No,No,No,0-5,0,Cash,Yes,828750.0,High-income countries,2.0
2220,45-64,Alone,Others,Wildlife,Others,Independent,No,No,No,No,No,No,No,0-5,0,Cash,No,1657500.0,High-income countries,1.0
2221,45-64,Spouse and Children,Holiday,Beach,Agent,Package Tour,Yes,Yes,Yes,Yes,No,No,No,0-5,1,Cash,Yes,4309500.0,High-income countries,3.0
2222,25-44,Alone,Others,Wildlife,Friends,Independent,No,No,No,No,No,No,No,0-5,0,Cash,No,165000.0,Lower-middle-income countries,1.0
2223,25-44,Spouse,Holiday,Others,Agent,Independent,No,No,No,No,No,No,No,10-15,0,Cash,Yes,5884125.0,High-income countries,2.0
2224,`1-24,Friends/Relatives,Holiday,Others,Others,Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,No,7+,1,Cash,Yes,1160250.0,High-income countries,13.0
2225,25-44,Alone,Others,Beach,Friends,Independent,No,No,No,No,No,No,No,0-5,1,Cash,Yes,4200000.0,Upper-middle-income countries,1.0
2226,25-44,Alone,Others,Wildlife,Friends,Independent,No,No,No,No,No,No,No,0-5,0,Cash,No,375000.0,Lower-middle-income countries,1.0
2227,25-44,Alone,Others,Others,Friends,Independent,No,No,No,No,No,No,No,0-5,0,Cash,Yes,66300.0,Lower-middle-income countries,1.0
2228,45-64,Alone,Others,Others,Others,Package Tour,No,No,No,No,No,No,No,0-5,0,Cash,No,260000.0,Lower-middle-income countries,1.0
2229,65+,Children,Holiday,Beach,Others,Package Tour,Yes,Yes,Yes,Yes,No,No,No,0-5,1,Cash,Yes,28177500.0,High-income countries,4.0
2230,45-64,Alone,Holiday,Wildlife,Friends,Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,7+,0,Cash,Yes,5138250.0,High-income countries,1.0
2231,25-44,Alone,Holiday,Beach,Others,Package Tour,Yes,Yes,Yes,Yes,No,Yes,Yes,0-5,1,Cash,No,6132750.0,High-income countries,1.0
2232,25-44,Friends/Relatives,Holiday,Beach,Agent,Package Tour,Yes,Yes,Yes,Yes,No,No,No,0-5,1,Cash,Yes,24862500.0,High-income countries,6.0
2233,`1-24,Spouse and Children,Holiday,Wildlife,Agent,Package Tour,Yes,Yes,Yes,Yes,Yes,No,Yes,7+,1,Cash,Yes,26520000.0,High-income countries,6.0
2234,65+,Alone,Holiday,Wildlife,Agent,Package Tour,No,Yes,Yes,Yes,Yes,Yes,Yes,0-5,0,Credit Card,Yes,7723950.0,High-income countries,1.0
2235,25-44,Spouse,Holiday,Beach,Agent,Package Tour,Yes,Yes,Yes,Yes,No,Yes,No,0-5,1,Cash,Yes,8623454.0,High-income countries,2.0
2236,25-44,Alone,Others,Beach,Friends,Independent,No,No,No,No,No,No,No,7+,0,Cash,Yes,300000.0,Low-income countries,1.0
2237,45-64,Alone,Others,Others,Others,Independent,No,No,No,No,No,No,No,0-5,0,Cash,No,200000.0,Low-income countries,1.0
2238,45-64,Friends/Relatives,Holiday,Wildlife,Agent,Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,No,10-15,1,Credit Card,Yes,41603250.0,High-income countries,7.0
2239,65+,Alone,Holiday,Wildlife,Agent,Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,No,10-15,0,Cash,Yes,23569650.0,High-income countries,1.0
2240,25-44,Alone,Holiday,Wildlife,Friends,Independent,No,No,No,No,No,No,No,7+,1,Cash,Yes,1989000.0,High-income countries,1.0
2241,45-64,Spouse,Others,Wildlife,Agent,Package Tour,Yes,Yes,Yes,Yes,Yes,No,No,7+,0,Cash,Yes,10939500.0,High-income countries,2.0
2242,45-64,Alone,Others,Beach,Friends,Independent,No,No,No,No,No,No,No,7+,0,Cash,Yes,142252.5,High-income countries,1.0
2243,65+,Spouse,Holiday,Wildlife,Agent,Package Tour,No,Yes,Yes,Yes,No,No,No,7+,0,Cash,Yes,16939650.0,High-income countries,2.0
2244,25-44,Friends/Relatives,Holiday,Others,Agent,Package Tour,Yes,No,No,Yes,No,Yes,No,7+,0,Cash,Yes,29780302.5,High-income countries,2.0
2245,65+,Spouse,Holiday,Wildlife,Agent,Package Tour,No,Yes,Yes,Yes,Yes,Yes,Yes,10-15,1,Cash,Yes,24862500.0,Upper-middle-income countries,2.0
2246,25-44,Alone,Others,Wildlife,Others,Independent,No,No,No,No,No,No,No,0-5,0,Cash,No,663000.0,Lower-middle-income countries,1.0
2247,25-44,Friends/Relatives,Others,Others,Friends,Independent,No,No,No,No,No,No,No,10-15,0,Cash,Yes,592000.0,Low-income countries,3.0
2248,25-44,Alone,Others,Wildlife,Friends,Independent,No,No,No,No,No,No,No,7+,0,Cash,No,497250.0,Low-income countries,1.0
2249,25-44,Alone,Others,Wildlife,Friends,Independent,No,No,No,No,No,No,No,0-5,0,Cash,No,365000.0,Low-income countries,1.0
2250,25-44,Friends/Relatives,Holiday,Beach,Friends,Independent,No,No,No,No,No,No,No,0-5,0,Credit Card,Yes,4972500.0,Upper-middle-income countries,3.0
2251,25-44,Friends/Relatives,Others,Beach,Friends,Independent,No,No,No,No,No,No,No,7+,1,Cash,Yes,6464250.0,High-income countries,3.0
2252,25-44,Friends/Relatives,Holiday,Wildlife,Agent,Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,Yes,10-15,1,Cash,Yes,17901000.0,High-income countries,2.0
2253,45-64,Alone,Others,Wildlife,Friends,Independent,No,No,No,No,No,No,No,0-5,0,Cash,No,497250.0,Lower-middle-income countries,1.0
2254,45-64,Spouse and Children,Holiday,Beach,Agent,Package Tour,Yes,Yes,Yes,Yes,No,No,No,0-5,1,Credit Card,Yes,34140600.0,High-income countries,3.0
2255,25-44,Spouse and Children,Holiday,Beach,Agent,Package Tour,Yes,Yes,Yes,Yes,No,Yes,No,0-5,1,Cash,Yes,34720749.0,High-income countries,4.0
2256,25-44,Alone,Others,Others,Friends,Independent,No,No,No,No,No,No,No,0-5,0,Cash,No,253597.5,Lower-middle-income countries,1.0
2257,25-44,Spouse,Holiday,Beach,Agent,Package Tour,Yes,Yes,Yes,Yes,No,Yes,Yes,0-5,1,Cash,No,9077320.0,High-income countries,2.0
2258,45-64,Spouse and Children,Holiday,Others,Agent,Independent,No,No,No,No,No,No,No,0-5,1,Credit Card,Yes,6630000.0,High-income countries,5.0
2259,25-44,Alone,Others,Others,Friends,Independent,No,No,No,No,No,No,No,0-5,0,Cash,No,100000.0,Low-income countries,1.0
2260,25-44,Alone,Holiday,Wildlife,Others,Independent,No,No,No,No,No,No,No,10-15,1,Cash,Yes,10922925.0,High-income countries,3.0
2261,25-44,Alone,Holiday,Others,Friends,Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,10-15,0,Cash,No,2900625.0,Upper-middle-income countries,1.0
2262,`1-24,Alone,Holiday,Others,Agent,Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,No,7+,1,Cash,Yes,11095695.0,High-income countries,1.0
2263,`1-24,Alone,Holiday,Others,Agent,Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,No,0-5,1,Cash,Yes,3968844.75,High-income countries,1.0
2264,`1-24,Alone,Holiday,Others,Friends,Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,No,7+,1,Cash,Yes,5958712.5,High-income countries,1.0
2265,`1-24,Alone,Holiday,Others,Agent,Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,No,7+,1,Cash,No,5662020.0,High-income countries,1.0
2266,`1-24,Alone,Others,Others,Friends,Independent,No,No,No,No,No,No,No,10-15,0,Cash,Yes,1657500.0,High-income countries,1.0
2267,25-44,Alone,Others,Wildlife,Others,Independent,No,No,No,No,No,No,No,10-15,0,Cash,No,310000.0,Low-income countries,1.0
2268,65+,Spouse,Holiday,Wildlife,Agent,Package Tour,Yes,Yes,No,Yes,Yes,Yes,No,10-15,0,Cash,Yes,828750.0,High-income countries,2.0
2269,25-44,Friends/Relatives,Others,Others,Others,Independent,No,No,No,No,No,No,No,0-5,0,Cash,Yes,330000.0,High-income countries,2.0
2270,`1-24,Alone,Holiday,Others,Agent,Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,No,7+,1,Cash,Yes,903200.0,High-income countries,1.0
2271,25-44,Alone,Others,Beach,Friends,Independent,No,No,No,No,No,No,No,0-5,0,Cash,No,77000.0,Low-income countries,1.0
2272,25-44,Alone,Others,Beach,Others,Independent,No,No,No,No,No,No,No,0-5,0,Cash,No,331500.0,Lower-middle-income countries,1.0
2273,65+,Children,Holiday,Beach,Agent,Package Tour,Yes,Yes,Yes,Yes,No,Yes,Yes,0-5,1,Cash,Yes,18835439.0,High-income countries,2.0
2274,25-44,Alone,Holiday,Beach,Agent,Package Tour,Yes,Yes,No,No,No,Yes,No,0-5,1,Cash,Yes,907732.0,High-income countries,1.0
2275,45-64,Spouse,Others,Beach,Friends,Independent,No,No,No,No,No,No,No,7+,1,Cash,Yes,3315000.0,High-income countries,2.0
2276,45-64,Friends/Relatives,Others,Wildlife,Friends,Independent,No,No,No,No,No,No,No,0-5,0,Cash,Yes,450000.0,High-income countries,2.0
2277,25-44,Friends/Relatives,Holiday,Beach,Friends,Package Tour,Yes,Yes,Yes,No,No,Yes,No,0-5,1,Cash,Yes,13661115.0,High-income countries,2.0
2278,45-64,Children,Holiday,Beach,Agent,Package Tour,Yes,Yes,Yes,No,No,No,No,0-5,1,Cash,Yes,15658377.0,High-income countries,2.0
2279,45-64,Spouse,Holiday,Wildlife,Agent,Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,7+,0,Cash,Yes,1657500.0,High-income countries,2.0
2280,45-64,Spouse,Holiday,Wildlife,Others,Independent,No,No,No,No,No,No,No,10-15,0,Cash,Yes,3315000.0,High-income countries,2.0
2281,25-44,Alone,Others,Wildlife,Friends,Independent,No,No,No,No,No,No,No,10-15,0,Cash,No,828750.0,High-income countries,1.0
2282,25-44,Friends/Relatives,Holiday,Others,Agent,Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,Yes,10-15,0,Credit Card,Yes,331500.0,High-income countries,2.0
2283,45-64,Alone,Others,Wildlife,Others,Independent,No,No,No,No,No,No,No,10-15,0,Credit Card,Yes,1906125.0,Upper-middle-income countries,1.0
2284,25-44,Alone,Holiday,Wildlife,Agent,Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,10-15,0,Cash,Yes,364650.0,High-income countries,1.0
2285,25-44,Friends/Relatives,Holiday,Wildlife,Agent,Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,7+,0,Cash,Yes,104400.0,High-income countries,2.0
2286,25-44,Alone,Others,Wildlife,Others,Independent,No,No,No,No,No,No,No,0-5,0,Credit Card,No,663000.0,High-income countries,1.0
2287,45-64,Spouse,Holiday,Wildlife,Agent,Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,7+,1,Cash,Yes,3563625.0,High-income countries,2.0
